X,Y,OBJECTID_1,OBJECTID,NAME,ADDRESS,TYPE_,Notes,PHONE,Symbol,Capacity,Activated_As_Cooling_Site,Gender,Warming_Cooling,GlobalID,Hours3
-76.9742256,38.885483392,213,,Harriet Tubman Shelter,"1900 Massachusetts Avenue, SE",Low Barrier Emergency Shelter,,,,,No,Women,Warming,{73D29079-F8B8-4A69-914F-2887A84E1C01},Ongoing Open Shelter
-77.028324595,38.9632071460001,214,,Nativity Shelter,"6010 Georgia Avenue, NW",Low Barrier Emergency Shelter,,,,,No,Women,Warming,{CF0FC230-9C91-4E4E-BC82-D075D2ECB68F},Ongoing Open Shelter
-77.019170604,38.900357678,215,,Patricia Handy Place for Women,"810 5 Street, NW",Low Barrier Emergency Shelter,,,DHS Low Barrier Shelter,,Yes,Women,Warming,{522F40B4-A2DE-4B56-8F88-D4D0DE3B830F},24 hours
-77.022606825,38.922712545,216,,Banneker Recreation Center,"2500 Georgia Avenue, NW",Alert Night Shelter,,,,,No,Men,Warming,{BD6CDD99-FFB3-4FCA-95DD-0E5682C4B2A6},Open Nightly
-77.0215284029999,38.9090327690001,217,,Kennedy Recreation Center,"1401 7th Street, NW",Spray Park,,,Spray Park,,Yes,All,Warming,{661A68E0-4DBA-48BC-809D-3A4C0D414A60},Daily 10AM-8PM
-77.0316835949999,38.894790464,218,,Community for Creative Non-Violence,"425 D Street, NW",Low Barrier Emergency Shelter,,,,,No,Women,Warming,{1A602880-57A5-4DF0-8E61-36D1A02618B8},Ongoing Open Shelter
-76.99476792,38.8491661670001,219,,801 East Shelter,"2722 Martin Luther King Jr Ave, SE",Low Barrier Emergency Shelter,,,,,No,Men,Warming,{131BA213-0BB9-44FA-884E-F5879A769718},Ongoing Open Shelter
-76.9748659859999,38.919636074,220,,Adams Place Day Center,"2210 Adams Place, NE",DHS Low Barrier Shelter,Adam's Place Shelter is a men's shelter open to all as a cooling center in heat emergencies.,202-832-8317,DHS Low Barrier Shelter,,Yes,All,Cooling,{A82D09A3-30F1-4154-B5C1-739E0CEBF004},Daily
-76.9901801619999,38.9135330180001,221,,New York Avenue Shelter,"1355-57 New York Avenue, NE",Low Barrier Emergency Shelter,,,,,No,Men,Warming,{8DA6E7E5-E6B0-4CC8-8F2E-36ECCEAA2CEA},Ongoing Open Shelter
-77.026252797,38.9315861480001,222,,Salvation Army,"3335 Sherman Avenue, NW",Seasonal Shelter,,,,,No,Co-Ed,Warming,{A8C590E8-1AA6-43F7-9ED4-C340629F8183},Open Nightly
-76.9871576959999,38.844785255,223,,Malcolm X Recreation Center,1351 Alabama Avenue SE,Seasonal Shelter,,,,,No,Co-Ed,Warming,{503ACA59-63DB-4017-A7EA-8B4C0EC1C567},Open Monday (7am-7pm)
-77.0316835949999,38.894790464,224,,Community for Creative Non-Violence,"425 D Street, NW",Low Barrier Emergency Shelter,,,,,No,Men,Warming,{0360C397-2731-4C04-8784-26D047D41294},Ongoing Open Shelter
-76.9973152489999,38.861018447,225,,Barry Farm Recreation Center,1200 Sumner Road SE,Recreation Center,,(202) 442-5420,Recreation Center,,Yes,All,Cooling,{B8FF26D4-CF65-47F0-9845-870FB7F5F4AD},"Mon-Fri 10am-9pm; Sat 9am-5pm"
-77.0350518399999,38.92514592,226,,Columbia Heights Recreation Center,1480 Girard St NW,Recreation Center,,202-671-0373,Recreation Center,,Yes,All,Cooling,{2DFA6B11-481C-4B8A-92C1-E6B058B980B4},"Mon-Fri 10am-9pm; Sat 9am-5pm"
-77.027883715,38.958837551,227,,Emery Heights Recreation Center,5701 Georgia Ave NW,Recreation Center,,202-576-3211,Recreation Center,,No,All,Cooling,{DA60FE7D-A21D-45D3-8F2D-81F8836BADF7},"Mon-Fri 10am-9pm; Sat 9am-5pm"
-77.010337157,38.8798501740001,228,,Randall Pool,25 I St SW,Outdoor Pool,,202-576-6850,Outdoor Pool,,Yes,,Cooling,{1FF7B4A6-219D-44D3-8EBE-EE26EFDBA66C},Daily 10AM-8PM
-77.0258180399999,38.9052206860001,229,,10th St (Connie Maffin Memorial Park),"1119 10th St, NW",Spray Park,,,Spray Park,,Yes,,,{40EB3134-65F1-4C15-AB9A-FC3A0636F56D},Daily 10AM-8PM
-76.948205329,38.888852351,230,,Benning Stoddard Spray Park,"100 Stoddert Pl, SE",Spray Park,,,Spray Park,,Yes,,,{E1A2BEBB-3956-4505-804B-F09F48C0748C},Daily 10AM-8PM
-76.9325977249999,38.9084294670001,231,,Deanwood Recreation Center,1350 49th St NE,Recreation Center,,202-671-3077,Recreation Center,,Yes,,,{B5E32B48-ED1B-42CB-A418-0F034501EABE},"Mon-Fri 10am-9pm (fitness center opens at 6am); Sat 9am-5pm"
-76.995654289,38.8840921070001,232,,Eastern Market Metro Park,"701 Pennsylvania Ave, SE",Spray Park,,,Spray Park,,Yes,,,{7DD5CD26-BC1F-494C-AD7E-8CB9B1EADCBD},Saturday and Sunday 10AM-8PM
-77.002012474,38.924721097,233,,Edgewood Spray Park,"3rd and Evarts St, NE",Spray Park,,,Spray Park,,Yes,,,{5268E976-3E4D-4C1C-A385-E046F050AC38},Saturday and Sunday 10AM-8PM
-76.979007565,38.897646149,234,,Rosedale Recreation Center,1701 Gales St NE,Recreation Center,,202-727-2591,Recreation Center,,Yes,,,{7828C0E7-6434-40F5-9D8D-E7D6661CF52C},"Mon-Fri 10am-9pm; Sat 9am-5pm"
-77.1044549969999,38.924553378,235,,Palisades Recreation Center,"5200 Sherrier Place, NW",Recreation Center,,202-545-7201,Recreation Center,,Yes,,,{D34D56BC-B711-403E-ADFC-E191F66E791A},"Mon-Fri 10am-9pm; Sat 9am-5pm"
-77.0159173919999,38.918103742,236,,Park at LeDroit,319 Oakdale Pl NW,Spray Park,,,Spray Park,,Yes,,Cooling,{077BC7AA-8103-42B6-92A4-1AB20A927645},Saturday and Sunday 10AM-8PM
-76.989469167,38.8785507010001,237,,Potomac Ave Triangle Park,"1216 Potomac Ave, SE",Spray Park,,,Spray Park,,Yes,,,{A48370DD-E783-4BE3-A9A2-0F1697F06D08},Saturday and Sunday 10AM-8PM
-76.9266738119999,38.8971573060001,238,,Marvin Gaye Park,Division Ave NE and Foote St NE,Spray Park,,,Spray Park,,Yes,,,{196BE875-182D-4E1D-89D3-32839EC6F68C},Saturday and Sunday 10AM-8PM
-77.044349767,38.92072947,239,,Kalorama Recreation Center,"1875 Columbia Road, NW",Recreation Center,,202-673-7606,Recreation Center,,Yes,,Cooling,{A5AB7F63-B493-4448-B633-9A86D12C33E7},"Mon – Fri: 11AM – 7PM; Sat – Sun: Closed"
-77.008245034,38.96755727,240,,Lamond Recreation Center,"20 Tuckerman Street, NE",Recreation Center,,202-576-9541,Recreation Center,,Yes,,Cooling,{AEE0E894-4C00-4CFD-81A6-CDA5C3929879},"Mon – Fri: 10AM – 9PM; Sat: 9AM – 5PM"
-77.0264866049999,38.9368156,241,,Ramond Recreation Center,"3725 10th Street, NW",Recreation Center,,202-671-2181,Recreation Center,,Yes,,Cooling,{04FE69AC-F99D-4996-B327-92F19B5DA794},"Mon – Fri: 10AM – 9PM; Sat: 9AM – 5PM"
-77.034059073,38.9844645950001,242,,Shepherd Park Community Center,7800 14th Street NW,Recreation Center,,202-788-2234,Recreation Center,,Yes,,Cooling,{7E43F4CF-A916-49D3-8B7B-AC3223A17810},"Mon – Fri: 10AM – 9PM; Sat: 9AM – 5PM"
-77.0020149759999,38.9246611890001,243,,Edgewood Recreation Center,"301 Franklin Street, NE",Recreation Center,,202-788-2204,Recreation Center,,Yes,,Cooling,{2F2C3C4E-0D77-4061-977C-EEE687A90546},"Mon – Fri: 10AM – 9PM; Sat: 9AM – 5PM"
-76.986446202,38.9499633730001,244,,North Michigan Park Recreation Center,"1333 Emerson Street, NE",Recreation Center,,202-541-3526,Recreation Center,,Yes,,Cooling,{F4D65AC9-8A14-4635-B555-9C18381C5B9F},"Mon – Fri: 10AM – 9PM; Sat: 9AM – 5PM"
-76.982640884,38.9064751710001,245,,Trinidad Recreation Center,"1310 Childress Street, NE",Recreation Center,,202-727-1293,Recreation Center,,Yes,,Cooling,{2F06DF5E-8034-4A4E-87F1-DB33A467EFC2},"Mon – Fri: 10AM – 9PM; Sat: 9AM – 5PM"
-76.92683935,38.8798296530001,246,,Woody Ward Recreation Center,"5100 Southern Avenue, SE",Recreation Center,,202-645-3957,Recreation Center,,Yes,,Cooling,{70993307-C5A5-44C9-B0A4-DD4E6EDEA816},"Mon – Fri: 10AM – 9PM; Sat: 9AM – 5PM"
-76.941404945,38.876805932,247,,Ridge Road Community Center,"830 Ridge Road, SE",Recreation Center,,202-671-6747,Recreation Center,,Yes,,Cooling,{04D9D9B9-7AC2-469E-A37F-DDEDA51C0ED8},"Mon – Fri: 10AM – 9PM; Sat: 9AM – 5PM"
-76.996035976,38.8477657830001,248,,801 East Day Center,"2722 Martin Luther King Jr Ave, SE",Recreation Center,,202-984-7519,Recreation Center,,Yes,,Cooling,{D3B087AD-DB11-4496-B952-AD1BCE9210A8},"Mon – Fri: 7AM – 7PM; Sat: 9AM – 1PM"
-76.9992059209999,38.8780630300001,249,,Arthur Capper Community Center,1000 5th Street SE,Recreation Center,,202-478-9260,Recreation Center,,Yes,,Cooling,{514EC3F8-0134-4D54-A84C-A7486216D2AD},"Mon – Fri: 10AM – 9PM; Sat: 9AM – 5PM"
-77.0101709049999,38.8188935900001,250,,Bald Eagle Recreation Center,"100 Joliet Street, SW",Recreation Center,,202-671-5125,Recreation Center,,Yes,,Cooling,{04A0C3C2-1800-43C7-A1AA-86A5FA14C8CB},"Mon – Fri: 10AM – 9PM; Sat: 9AM – 5PM"
-76.978711174,38.857524665,251,,Fort Stanton Recreation Center,"1812 Erie Street, SE",Recreation Center,,,Recreation Center,,Yes,,Cooling,{816D7DB8-0518-4F6C-A0C2-AC21FA6837EA},"Mon – Fri: 10AM – 9PM; Sat: 9AM – 5PM"
-77.072242715,38.938306658,252,,Hearst Pool,3701 37th Street NW,Outdoor Pool,,(202) 671-1289,Outdoor Pool,,No,,,{77975625-FF9A-419F-86B0-3489A876742A},"Mon, Tues, Wed & Fri: 12 pm - 8 pm Sat & Sun: 10 am - 6 pm (Closed Thursdays)"
